Unnamed: 0,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
19026,Elea,https://www.imdb.com/title/tt10842346/?ref_=adv_li_tt,2018.0,T,6.8,6.0,"In the year 2093, humanity's hope is dwindling. Some 20 years earlier, a neurological mutation broke out, causing uncontrollable rage in every Earth-born child. No real cure was found ... See full summary »",False,True,False,False,False,False,True,True,False
19027,Bear with Me: The Lost Robots,https://www.imdb.com/title/tt13304658/?ref_=adv_li_tt,2019.0,,7.2,9.0,"In this prequel to Bear with Me Ted E. Bear is partnered with Amber's brother, Flint, to investigate a series of abductions of Paper City's robot population. Ted and Flint travel across the... See full summary »",False,False,False,False,False,False,True,False,True
19029,Yesterday Origins,https://www.imdb.com/title/tt11152638/?ref_=adv_li_tt,2016.0,,6.4,21.0,Yesterday Origins is a 2016 graphic adventure game developed by the Spanish company Pendulo Studios and published by Microïds. It serves as both a prequel and a sequel to Pendulo's earlier Yesterday.,False,False,False,False,False,False,True,False,True
19030,République,https://www.imdb.com/title/tt2965548/?ref_=adv_li_tt,2013.0,,7.6,71.0,"Hope is trapped in a totalitarian dystopia, and it's up to you to help her.",False,False,False,False,False,False,True,True,False
19031,Nikopol: Secrets of the Immortals,https://www.imdb.com/title/tt1493030/?ref_=adv_li_tt,2008.0,T,7.0,33.0,"In this follow up to Immortal (2004) set in cyberpunk 2023, artist Alcide Nikopol goes on the run from the fascist Parisian puppet state controlled by the reemerged mysterious alien gods of Egypt. Horus is his only ally.",False,False,False,False,False,False,True,True,False
19035,Bear with Me: Episode Two,https://www.imdb.com/title/tt6470790/?ref_=adv_li_tt,2017.0,,7.6,31.0,"Amber and Ted enter Paper City where their search for Flint and the Red Man brings them into contact with a powerful crime boss, high-ranking corruption and a paranoiac vigilante. Along the... See full summary »",False,True,False,False,False,False,True,False,False
19037,The Lighthouse Map,https://www.imdb.com/title/tt12560012/?ref_=adv_li_tt,2020.0,,8.8,9.0,"After a plane wreck, a request to investigate some suspicions from an unknown in a Louisiana state coast . ""Ethan"" survive to find himself alone looking for the missing plane crew in a ... See full summary »",False,False,False,False,False,False,True,False,True
19040,Penumbra: Black Plague,https://www.imdb.com/title/tt1255892/?ref_=adv_li_tt,2008.0,M,8.1,315.0,"On fleeing his cell, Philip's fate is once again set in motion. The facility he emerges into is a far cry from the barren mines that brought him here - a hi-tech research station almost ... See full summary »",False,False,False,False,False,False,True,False,True
19041,Amnesia: Justine,https://www.imdb.com/title/tt15338550/?ref_=adv_li_tt,2011.0,,6.3,13.0,Add a Plot,False,False,False,False,False,False,True,False,True
19042,Mystery Case Files: Escape from Ravenhearst,https://www.imdb.com/title/tt2348406/?ref_=adv_li_tt,2011.0,,8.5,22.0,"Emma's soul is free. But her ghost has delivered a dire warning: evil still lurks in Ravenhearst Manor. Big Fish Games Studios takes you deep inside the cursed estate in Mystery Case Files: Return to Ravenhearst (TM), the thrilling sequel.",False,False,False,False,False,False,True,False,False
19044,No One Lives Under the Lighthouse,https://www.imdb.com/title/tt12725778/?ref_=adv_li_tt,2020.0,,7.4,10.0,"You arrive at the old lighthouse on a small island near the coast of the United States. After the previous keeper has gone missing, you need to take over his duties and watch after the light.",False,False,False,False,False,False,True,False,False
19048,Only If,https://www.imdb.com/title/tt4225186/?ref_=adv_li_tt,2014.0,,5.1,20.0,"Anthony wakes up from a party, to discover everyone is gone. A man guides him through a radio on how to escape, and Anthony must make decisions.",False,False,False,False,False,False,True,False,False
19049,Energy Cycle,https://www.imdb.com/title/tt9767004/?ref_=adv_li_tt,2016.0,,1.8,18.0,A quirky mathematical puzzle game by the creators of Energy Invasion and Spiral Splatter.,False,False,False,False,False,False,True,False,False
19050,The Room 4: Old Sins,https://www.imdb.com/title/tt15876702/?ref_=adv_li_tt,2018.0,,8.4,11.0,Add a Plot,False,False,False,False,False,False,True,False,False
19052,Resident Evil: Revelations 2 - Little Miss,https://www.imdb.com/title/tt12704052/?ref_=adv_li_tt,2015.0,M,6.2,21.0,"Natalia dreams that her favorite teddy bear, Lottie, has gone missing.",False,False,False,False,False,False,True,True,False
19053,Chaos;Head,https://www.imdb.com/title/tt7870382/?ref_=adv_li_tt,2008.0,,6.5,36.0,A high school student named Takumi Nishijou starts to have delusions after witnessing one of a series of murders. He eventually learns of the existence of people with the power to create ... See full summary »,False,False,False,False,False,False,True,True,False
19054,Yesterday,https://www.imdb.com/title/tt6811294/?ref_=adv_li_tt,2012.0,,7.1,18.0,"Homeless people are disappearing. Henry White, a young and rich heir, and his friend Cooper, are the first to investigate. They soon cross paths with the enigmatic John Yesterday, whose memory seems to have been wiped clear.",False,False,False,False,False,False,True,False,True
19055,Rusty Lake: The White Door,https://www.imdb.com/title/tt15211342/?ref_=adv_li_tt,2020.0,,7.8,12.0,"Robert Hill wakes up in a mental health facility and suffers from severe memory loss. Follow the facility's strict daily routine, explore his dreams and help him recall his memories.",False,False,False,False,False,False,True,False,False
19056,Dollhouse,https://www.imdb.com/title/tt7160426/?ref_=adv_li_tt,2019.0,,4.2,7.0,"Dollhouse is a frightening film noir horror story sure to send shivers down your spine. Survive a horrifying trip into the mind of detective Marie. Piece your past together, but watch your ... See full summary »",False,False,False,False,False,False,True,False,True
19057,Metroid Prime: Trilogy,https://www.imdb.com/title/tt12471334/?ref_=adv_li_tt,2009.0,T,8.8,36.0,"A compilation of Metroid Prime, Metroid Prime 2: Echoes, and Metroid Prime 3 for the Nintendo Wii.",True,True,False,False,False,False,True,False,False
19058,Cube Escape: Seasons,https://www.imdb.com/title/tt15254574/?ref_=adv_li_tt,2015.0,,8.0,13.0,"Welcome to your first memory, spring 1964. You find yourself in a calm and friendly room overlooking a blooming orchard. Start gathering items, explore your surroundings and you will quickly realise something is wrong.",False,False,False,False,False,False,True,False,False
19059,Wonderful Everyday,https://www.imdb.com/title/tt9085254/?ref_=adv_li_tt,2010.0,,8.1,56.0,"One day, Yuki Minakami, encounters an eccentric girl, Zakuro Takashima throwing stuffed animals off a rooftop. Curious, Yuki eventually agrees to help Zakuro to search the stars for a local legend - the 'girl of the sky'.",False,False,False,False,False,False,True,False,False
19060,White Night,https://www.imdb.com/title/tt4552488/?ref_=adv_li_tt,2015.0,,7.2,26.0,Explore a haunted house and solve puzzles of light and shadow.,False,False,False,False,False,False,True,False,True
19061,The Assembly,https://www.imdb.com/title/tt7320528/?ref_=adv_li_tt,2016.0,,7.3,10.0,"A first-person interactive story inspired by real-world anxieties, The Assembly is a long-form game designed for VR. Explore a morally ambiguous organization as two individuals and face ... See full summary »",False,False,False,False,False,False,True,False,False
19066,True Fear: Forsaken Souls Part 2,https://www.imdb.com/title/tt9358416/?ref_=adv_li_tt,2018.0,,8.7,18.0,Add a Plot,False,False,False,False,False,False,True,False,False
19068,True Fear: Forsaken Souls Part 1,https://www.imdb.com/title/tt8071172/?ref_=adv_li_tt,2014.0,,7.4,30.0,Add a Plot,False,False,False,False,False,False,True,False,False
19069,Cube Escape: Birthday,https://www.imdb.com/title/tt15224178/?ref_=adv_li_tt,2016.0,,7.4,9.0,"Travel back to the winter or 1939 and celebrate your 9th birthday with your family. There is cake, music, and a mysterious present.",False,False,False,False,False,False,True,False,False
19071,The Room Two,https://www.imdb.com/title/tt6767730/?ref_=adv_li_tt,2013.0,,7.8,85.0,"Unique events transport you to the halls of a long-forgotten crypt. The only means of escape lies locked within a stone pedestal, along with a note from your mysterious ally. His words ... See full summary »",False,False,False,False,False,False,True,False,False
19074,Higurashi: When They Cry Kai,https://www.imdb.com/title/tt8750560/?ref_=adv_li_tt,2004.0,,8.8,55.0,Add a Plot,False,False,False,False,False,False,True,False,False
19080,CSI: Crime Scene Investigation,https://www.imdb.com/title/tt1294657/?ref_=adv_li_tt,2008.0,Unrated,6.2,19.0,Add a Plot,False,False,False,False,False,False,True,False,False
19081,The Lost Crown,https://www.imdb.com/title/tt1422774/?ref_=adv_li_tt,2008.0,T,8.0,51.0,Running from his past Nigel travels to the town of Saxton in search of a lost treasure. But soon his past starts to catch up with him. Now he must use new advanced technology to capture ... See full summary »,False,False,False,False,False,False,True,False,False
19086,Tiny Room Stories: Town Mystery,https://www.imdb.com/title/tt11736748/?ref_=adv_li_tt,2019.0,,6.3,8.0,"After receiving a letter from your father, asking for help, you go to the small town of Redcliff. The city is completely empty. Where have all the inhabitants gone? What happened to your father?",False,False,False,False,False,False,True,False,False
19087,Overclocked: A History of Violence,https://www.imdb.com/title/tt1978503/?ref_=adv_li_tt,2007.0,,8.7,73.0,"Army psychiatrist, David McNamara, is called to the Staten Island Forensic Hospital in New York City to consult on a case that requires his expertise in forensic psychiatry.",False,False,False,False,False,False,True,False,True
19088,Penumbra: Overture,https://www.imdb.com/title/tt1029355/?ref_=adv_li_tt,2007.0,M,7.9,314.0,"Like all good nightmares, Philip's begins with something all too real - his mother's death. The days following the funeral are characterized by an incessant feeling of abandonment, until he receives a letter from a dead man.",False,False,False,False,False,False,True,False,True
19092,Reiton Burazâzu Misuterî Rûmu,https://www.imdb.com/title/tt10269222/?ref_=adv_li_tt,2012.0,,6.0,6.0,"Lucy Baker and Alfendi Layton solve cases in Scotland Yard's Classified Serious Crime Division, dubbed the ""Mystery Room"".",False,False,False,False,False,False,True,False,False
19095,Calling,https://www.imdb.com/title/tt1989471/?ref_=adv_li_tt,2009.0,PG-13,5.6,39.0,"Rin is drawn to a hospital because six years ago, she made a promise to a little girl there. Over an online chat room, she promised the girl she would come visit her. When she got there, ... See full summary »",False,False,False,False,False,False,True,False,False
19096,Pineview Drive,https://www.imdb.com/title/tt11614456/?ref_=adv_li_tt,2017.0,,7.3,9.0,Add a Plot,False,False,False,False,False,False,True,False,False
19100,Lone Survivor,https://www.imdb.com/title/tt4019824/?ref_=adv_li_tt,2012.0,,6.9,60.0,"A story about a boy and a girl. Just another story about zombies. It's a story. Just... a story... This is a game about the lone survivor in a rather strange zombie apocalypse, in which you... See full summary »",False,False,False,False,False,False,True,False,False
19101,Point of View,https://www.imdb.com/title/tt0288176/?ref_=adv_li_tt,2001.0,Not Rated,6.1,57.0,"In an attempt to leave her traumatic past behind, Jane leads a low-key life. She takes interest in a cute sax player, but is too afraid to let him into her life. She's forced to deal with her issues, when someone begins stalking her.",False,False,False,False,False,False,True,False,False
19103,Cryostasis: Sleep of Reason,https://www.imdb.com/title/tt1916659/?ref_=adv_li_tt,2009.0,,7.6,73.0,Alexander Nesterov a Russian meteorologist who was supposed to board the ship for a lift home after completing a tour of duty at the pole; finds that it's been shipwrecked since 1968 and dead crewmen have undergone bizarre metamorphosis.,False,False,False,False,False,False,True,False,True
19105,Clue: Parker Brothers Classic Detective Game,https://www.imdb.com/title/tt0245840/?ref_=adv_li_tt,1992.0,,8.3,21.0,Add a Plot,False,False,False,False,False,False,True,False,False
